"title","category","profile","difficulty_level","age_range","duration_minutes","wrong_way","phrase_1","say_it_like_this_step1","avoid_step1","phrase_2","say_it_like_this_step2","avoid_step2","phrase_3","say_it_like_this_step3","avoid_step3","neurological_tip","what_to_expect_1","what_to_expect_2","what_to_expect_3","related_script_ids"
"Too Distracted by Environment","Mealtime","INTENSE","Moderate","3-6","15","Sit down! Stop looking around! Eat your food!","I notice the TV (or: the dog barking, the lights) is making it really hard for your brain to focus on food. It's very distracting.","Get down to their level. Speak softly, right into their ear.","Don't yell 'over' the distraction. Don't blame them for 'not listening'.","There's a lot going on, AND right now it's eating time. I need your help. Can you be the 'Focus Leader'? Can you show me how to 'focus on your plate' and block out the rest?","Validate the *distraction*. Hold the *boundary*. Offer a 'job' of *focus*. This is the opposite of 'don't be distracted'.","Don't say 'If you don't eat, I'm turning off the TV' (do that *before* the meal). This script is for *unexpected* distractions.","Your brain is powerful. Show me how you can tell it to focus. I'll focus with you. Let's both focus on taking three bites.","This empowers *attention* (an executive function). You're making it a partnership 'game' instead of a 'command'.","Don't expect this to last the whole meal. You may have to 'reset' the focus 2-3 times.","Intense children are more susceptible to environmental stimuli (the 'S' for 'Sensitivity to Subtleties' in DOES). The distraction isn't willful. This script helps them practice 'filtering' stimuli.","The ideal is to remove the distraction (turn off TV), but this isn't always possible (at a restaurant).","This teaches them a real-world 'mindfulness' skill.","They feel like a partner, not a problem.","Bedtime-Over-Tired Meltdown|Tantrums-Sensory Meltdown"
"Picky Eating (Emotional)","Mealtime","INTENSE","Moderate","4-8","10","This is what you ate yesterday! Stop being difficult! Just eat it!","I know you *usually* like chicken, but today your body is saying 'no'. It feels like you just want 'safe' foods right now.","Stay calm. Respect their 'no'. Remember, your job is to *offer*, theirs is to *decide*.","Don't take it personally. Don't say 'But I made this just for you!'. Don't force them.","I understand, AND this is the meal. You do not have to eat the chicken. Remember you have (rice and carrots) on your plate. You are welcome to eat those.","Validate the emotional 'no'. Hold the *boundary* (no other meal). Offer *permission* to eat only the safe parts.","Don't make a big deal about it. Don't bargain 'two bites of chicken'.","You are in charge of your plate. You decide what goes in your mouth. You are a great listener to your body.","This empowers *body autonomy* and *intuition*. You are praising them for 'listening to their body', which is a healthy life skill.","Don't praise them if they 'try it'. And don't critique them if they don't. Be neutral.","Sometimes 'picky eating' is about emotional control, not the food. Intense children use 'safe' foods (usually carbs) to feel secure when they are emotionally overwhelmed. Respecting this removes the battle.","They will eat only the rice and carrots. That is fine.","They feel safe and respected at the table.","This prevents food battles from becoming eating disorders. It's a long-term win.","Mealtime-Sensory Aversion (Texture)|Morning_Routines-Refusing Breakfast (Emotional)"
"Leaving Park (Emotional)","Transitions","INTENSE","Hard","3-7","15","I warned you five minutes ago! We are leaving! Stop crying!","You are so, so sad to leave the park. You love this swing so much. You wish you could stay all day. It feels heart-breaking.","Get down. Use a 'sad', empathetic voice. Match their tone. Offer a hug. Don't pull their arm.","Don't say 'We'll come back tomorrow' (unless it's 100% true). Don't say 'You're fine'. Don't say 'It's not a big deal'.","It's really, really hard to leave, AND our time is up. Let's say 'goodbye' to the swings. Do you want to 'hug' the slide goodbye, or do you want to hold this 'special park rock' to take home?","Validate the *sadness* (heart-breaking). Hold the *boundary*. Offer a *closing ritual* choice. This gives their brain a 'bridge' for the transition.","Don't offer '5 more minutes'. The transition *is* the problem.","You can carry that sad feeling all the way to the car. I will help you carry it. You are so good at feeling things big!","This may sound strange, but you are *praising* the *intensity* of their feeling. You are empowering them to *be* intense, rather than shaming them for it.","Don't try to 'fix' the sadness. Just *accompany* it to the car.","'Name it to tame it': By naming the emotion as 'heart-breaking sadness', you help their brain process it. The 'closing ritual' (hug slide) is an executive function tool that signals 'ending' to the brain.","They will *still* cry. But it will be a 'connected' cry (with you), not a 'fighting' cry (against you).","This is exhausting for the parent, but it's what works.","They learn that their big feelings are welcome and safe.","Transitions-Rushed Transition Meltdown|Tantrums-Disappointment Meltdown"
"Rushed Transition Meltdown","Transitions","INTENSE","Moderate","4-8","15","We are late! Stop crying and put your shoes on! You're making it worse!","I know, I'm rushing you and that makes you feel anxious and upset! You hate feeling rushed. It feels 'scrambled' in your brain.","STOP. Take a breath. Get down. Apologize. 'I'm sorry, I'm rushing and that's stressing you out.'","Don't blame the child for your own lack of time. Don't say 'It's your fault we're late'.","I hate this rushed feeling too, AND we *do* need to leave. I need your help. Can you be the 'Shoe Boss' or the 'Door Boss'? I need a boss to help us get out.","Validate the *feeling* (rushed = anxious). Hold the *boundary* (we need to go). Offer a *power choice* to make them a *partner* in the rush, not a *victim* of it.","Don't offer a choice that takes time. 'Door Boss' (opening/closing) is quick.","You are such a good helper. Let's take one deep breath *together*, and then 'go' on turbo. You can do this.","This empowers *co-regulation* and *partnership*. You are joining *them* in the feeling ('I hate this too').","Don't expect them to move instantly. They need a second to 'gear-shift' from 'anxious' to 'helper'.","Intense children are highly sensitive to their parent's emotional state. If you are stressed, their nervous system 'short-circuits'. By naming your own stress ('I'm rushing you'), you validate them and 'clear' the neurological air.","You can prevent 90% of this by *you* getting ready 10 minutes earlier.","They feel seen, not blamed.","They may actually move faster when they feel like a 'partner'.","Transitions-Difficulty with 'Surprise'|Morning_Routines-Too Rushed/Frantic"
"Difficulty with 'Surprise'","Transitions","INTENSE","Moderate","4-8","10","Surprise! We're going to the store! ... Why are you crying? It's fun!","I know, I didn't tell you we were going to the store, and now your brain is saying 'Wait! That wasn't the plan!'. You feel caught off guard.","Stop what you're doing. Get down. Give them a minute. Validate the *surprise* as a *shock*.","Don't say 'You need to learn to be flexible'. Don't drag them. Don't shame them for 'ruining the surprise'.","You're right, I should have told you. My mistake. AND we *do* need to go to the store. Do you need a minute to 'adjust your brain'? Or do you want me to tell you the 'secret plan' for the store?","Apologize (this is huge). Hold the *boundary*. Offer a *processing choice*. 'Adjust your brain' (giving them 60 seconds) or 'secret plan' (giving them information, which is calming).","Don't offer 'you can stay home'.","You are very good at knowing what your brain needs. When you're ready, let me know. I'll wait for 60 seconds.","This empowers *self-awareness* and *self-advocacy*. You are giving them *time* and *information*, the two antidotes to transition anxiety.","Don't be impatient during the '60 seconds'. Slowly count in your head.","Intense (HSC) children process information deeply. A sudden transition interrupts this processing and feels like a neurological 'alarm'. Giving them time and info allows their prefrontal cortex to 'catch up' and turn off the amygdala's alarm.","They will visibly relax when they feel you're no longer 'pulling' them.","This is a massive trust-builder.","In the future, *always* 'preview' for them.","Transitions-Rushed Transition Meltdown|Bedtime-Stalling (I'm Sad the Day Is Over)"
"Entering Noisy Place (Store/Party)","Transitions","INTENSE","Hard","3-7","15","Come on, stop hiding behind me! Go play! There's nothing to be scared of!","Wow, it's very loud in here. So many lights and sounds. It's a lot for your ears and eyes right now.","(Do this *before* you go in, if possible). Get down. Speak low. If already inside, find a quiet corner for a minute.","Don't force them to 'socialize'. Don't shame them. Don't call them 'shy'.","It's a lot of noise, AND we are here for a little while. Do you need a 'sensory tool'? Do you want to wear your 'superhero headphones' (noise-cancelers) or hold my 'calm-down-charm' (a smooth fidget stone)?","Validate the *sensory overwhelm*. Hold the *boundary* (we are here). Offer *sensory tools*.","Don't let them 'escape' (go to the car), but *do* let them 'regulate' on-site.","You are in charge of protecting your ears/eyes. You can stay here in this 'safe corner' with me until your body feels ready. You let me know.","This empowers *sensory self-regulation*. You are giving them the *agency* to decide *when* their body is ready, which paradoxically helps them feel ready faster.","Don't rush them. They may stay in the 'safe corner' for 10 minutes. That's okay.","HSCs have more reactive nervous systems. What's 'fun' to you is 'painful' to them. The 'safe corner' and 'sensory tools' are not 'coddling'; they are necessary neurological accommodations, like glasses.","They may choose to stay in the corner the whole time. That is still a success.","They learn they can trust you to protect their sensory needs.","Tantrums-Sensory Meltdown|Social-Overwhelmed at Playdate"
"Waking Up Overwhelmed","Morning_Routines","INTENSE","Moderate","3-7","15","Oh, are we crying already? It's a new day! Stop being so grumpy!","Good morning. You woke up and you're feeling so... 'bleh'. Your body still feels tired and the day feels 'too big'.","Keep the lights low. Use a very soft voice. Sit on the bed and just rub their back for a minute. Don't talk.","Don't be 'super-cheerful'. Don't rip open the curtains. Don't start barking orders.","It's hard to wake up. It feels unfair, AND the day is starting. We need a 'soft start'. Do you want 5 minutes of 'cuddle time' before we get up, or do you want me to sing your 'soft good morning' song?","Validate the *overwhelm* (waking is a hard sensory transition). Offer a *soft transition choice*.","Don't offer 'staying in bed'. The boundary is 'day is starting'.","You are in charge of how your body wakes up. Let's wake it up slowly. You let me know when you're ready for the next step.","This empowers *transition regulation*. You are giving them control over the *pace* of the morning, which is what their intense nervous system needs.","Don't rush the '5 minutes of cuddle time'. Set *your* alarm 5 minutes earlier to *allow* for this.","An intense child's nervous system takes longer to 'boot up'. Abrupt lights and sounds are a 'shock'. A soft sensory 'on-ramp' is not a luxury, it's a necessity for a successful day.","This 5-minute connection in the morning can set the tone for the entire day.","They will feel safe and connected, instead of rushed and anxious.","Morning_Routines-Too Rushed/Frantic|Bedtime-Over-Tired Meltdown"
"Clothing Sensitivities (Tags, Seams)","Morning_Routines","INTENSE","Hard","4-8","15","It's just socks! Stop complaining! Put them on, we are late!","I know. That 'bump' in the sock is bothering you. It feels like all your brain can think about. It's so irritating!","Stop. Take the sock off. Validate 100%. Touch the seam and say 'Ugh, this guy? I see him. That looks so annoying.'","Don't say 'I don't feel anything'. Don't say 'You're overreacting'. Don't force it. This is a real neurological issue.","It's so frustrating, AND we need to wear clothes. We have two minutes to solve this. Do you want to try turning the socks 'inside out' so the seam is on the outside, or do you want to try these 'magic seamless socks'?","Validate the *sensory irritation*. Hold the *boundary* (we need clothes). Offer *sensory solutions* as a choice.","Don't offer 'no socks' (unless that's an option, e.g., with sandals).","You are in charge of making your body comfortable. You're the boss of your body. Let's be detectives and find a solution.","This empowers *sensory advocacy*. You are teaching them how to *solve* the sensory problem, not just *react* to it.","Don't get frustrated if the first solution doesn't work. 'Okay, 'inside out' didn't work. Let's try the next thing.'","This is a real sensory processing difference (SPD). Their brain's 'Salience Network' is flagging the seam as a 'threat'. Validating this calms the threat response and lets the prefrontal cortex solve the problem.","You may need to cut all tags out of shirts and buy seamless socks. This is a real solution.","They learn that their (sensory) feelings are real and valid.","They feel deeply understood.","Hygiene-Hates Hair Brushing|Mealtime-Sensory Aversion (Texture)"
"Too Rushed/Frantic","Morning_Routines","INTENSE","Moderate","4-8","15","I already told you! Put your shoes on! We have to go! Why are you crying?","I know! I'm rushing and talking loud, and it's making your body feel all 'shaky' inside. You hate this rushed feeling.","STOP. Breathe. Get down to their level. Talk 50% slower and 50% quieter. 'I'm sorry. I'm rushing. Let's take a deep breath *together*.'","Don't blame them for your stress. Don't say 'You're making me late!'.","I feel rushed too, AND we *do* need to get out the door. Let's do this as a team. You be the 'Quiet Boss' and I'll be the 'Breathing Boss'. Let's do the next 3 steps in silence and calm.","Validate the *feeling* (shaky/rushed). Hold the *boundary* (we need to go). Offer a *co-regulation choice*. You are joining them.","Don't offer a 'race' (that's more stress). The goal is to *lower* the energy.","You are so good at being calm. Let's show each other how calm and fast we can be. Are you ready?","This empowers *co-regulation*. You are modeling calm and inviting them to join you, rather than demanding it.","Don't start rushing and yelling again. You *must* stay calm and quiet.","Intense children are emotional 'barometers'. They absorb your stress. Their mirror-neuron system is 'on fire'. The only way to calm them is to calm *yourself* first.","This will, paradoxically, get you out the door faster.","They learn that calm is something you *do together*.","They will feel safe, not 'dragged along' by your anxiety.","Transitions-Rushed Transition Meltdown|Morning_Routines-Waking Up Overwhelmed"
"Refusing Breakfast (Emotional)","Morning_Routines","INTENSE","Moderate","4-8","10","You have to eat! You'll be hungry at school! Just eat the toast!","Good morning. You're looking at your food and your stomach feels 'closed'. Sometimes in the morning, we just feel 'not-hungry'.","Sit with them for a minute. No pressure. Just observe. 'Is your tummy still asleep?'","Don't force. Don't threaten. Don't say 'You'll be starving' (this sounds like a threat).","I understand. My tummy feels like that sometimes, too. AND your body *does* need a little fuel. Do you think your tummy could accept something *small* and *easy*? Would you rather 'drink' your breakfast (a smoothie) or have a 'piece' (half a toast)?","Validate the *interoceptive feeling* (closed stomach). Hold the *boundary* (need fuel). Offer *low-pressure, sensory choices*.","Don't offer sugary cereal as a 'bribe'.","You are in charge of your body. What do you think it can 'accept' right now? Even one bite is a good start.","This empowers *body-listening*. You're teaching them that 'anxiety' (which often causes 'closed stomach') is a real feeling, and you can work *with* it.","Don't make a big deal if they only take one bite. 'Good job trying.'","Morning anxiety is common in intense children and manifests in the stomach (gut-brain axis). Forcing food increases cortisol. A gentle, low-pressure approach ('drinking' breakfast) bypasses the 'fight-or-flight' response and gets fuel in.","They may just not be 'breakfast people'. A smoothie is 100% breakfast.","They learn to trust their body's signals and work *with* them.","Mealtime-Picky Eating (Emotional)|Bedtime-Separation Anxiety at Bedtime"
"Sensory Meltdown (Not a Tantrum)","Tantrums","INTENSE","Hard","2-8","20","Stop it! This is enough! You're out of control! Go to your room!","(Say nothing at first). (Your job is safety and calm).","Approach slowly, calmly. Reduce all stimuli: lower lights, turn off music. Say as little as possible.","Don't try to 'reason'. Don't ask questions. Don't grab (unless for safety). Don't punish (this is neurological, not behavioral). Don't say 'Calm down'.","(When there is a tiny pause in crying, whisper): 'I'm right here. You are safe. It's too much noise.' (Repeat).","Use a very low, monotone voice. This is not a conversation. It's just 'narrating safety'.","Don't try to 'fix' whatever caused it. The 'trigger' is gone; this is a neurological 'flood'.","(As they start to come out of it, 10-15 mins later): 'You're coming back. You're safe. Do you want some cold water, or a tight hug?'","Offer a *regulation choice* (cold water = sensory; tight hug = proprioception).","Don't say 'Are you done?'. Don't act like 'everything is normal' immediately.","A sensory meltdown is a neurological 'storm'. The brain is 'short-circuiting'. They are not in control. Your calm presence and reduction of stimuli are the only things that help their nervous system 're-boot'.","This is exhausting. They will be exhausted after. Plan for 'quiet time'.","This is not 'bad behavior'. This is a nervous system overload.","They learn that even at their 'worst', you are there and they are safe.","Tantrums-Fatigue-Induced Meltdown|Transitions-Entering Noisy Place"
